time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow
0.0,2.701644211254237,3.0480000000000003e-05,3.0480000000000003e-05,3.0480000000000003e-05,3.0480000000000003e-05,0.0,0.0,0.0
30.0,2.9999999999999996,0.26323853980205497,0.013516520344548116,3.0480000000000003e-05,3.0480000000000003e-05,0.0,0.0,0.23045318110770505
60.0,2.9999999999999996,0.28828480767493847,0.04152948861256992,0.001509224934389502,0.00021486541169400653,8.582223259661638e-06,0.0,0.23045318110770505
90.0,2.9999999999999996,0.31184967333827085,0.06903441096515688,0.005935904036226547,0.00010476547299481922,0.0,0.0,0.23045318110770505
120.0,2.9999999999999996,0.3337089774141255,0.0970266098552547,0.012486043629608855,0.0004272312357168175,1.7329316299680867e-05,0.0,0.23045318110770505
150.0,2.9999999999999996,0.35511359734757664,0.12567633667099284,0.021641152111320033,0.0011088927879048527,1.529509781934432e-05,0.0,0.23045318110770505
180.0,2.9999999999999996,0.3532625551208875,0.1541254763579776,0.03322309983291231,0.002453910321880882,2.241801125533793e-05,0.0,0.23045318110770505
210.0,2.9999999999999996,0.3493931146137777,0.1827047247382667,0.046744807174981216,0.0046075703930775,6.369230641313382e-05,0.0,0.23045318110770505
240.0,2.9999999999999996,0.34532437041814407,0.2088565867487547,0.06232787628070525,0.008199012210681172,0.0002705884777364556,0.0,0.23045318110770505
270.0,2.9999999999999996,0.3408902986706625,0.23255494146562813,0.07958557354196207,0.014209159837112453,0.0007012505843057925,0.0,0.23045318110770505
300.0,2.9999999999999996,0.33661098792106864,0.2535187784016949,0.09830665932019368,0.024496284274913564,0.0017553460323155904,0.0,0.23045318110770505
330.0,2.9999999999999996,0.3325660224015988,0.2708409186345004,0.11767834567860931,0.03410945137810945,0.003430239879313891,0.0,0.23045318110770505
360.0,2.9999999999999996,0.32602827295842174,0.2847776201008048,0.1371690595503042,0.045490449749624906,0.00616147835704812,0.0,0.1957651684838175
390.0,2.9999999999999996,0.31745356179364564,0.29540618195258467,0.15626305172528132,0.05850199133806171,0.010230572750302433,0.0,0.1957651684838175
420.0,2.9999999999999996,0.3099024868125315,0.3028425606168371,0.17450880067042213,0.0733424118457993,0.015933291809603022,0.0,0.1957651684838175
450.0,2.9999999999999996,0.30324427870671805,0.30766474861444126,0.19151379548415587,0.08913665257046055,0.023393621646192023,0.0,0.1957651684838175
480.0,2.9999999999999996,0.2973843191616244,0.3104115243968133,0.20700665034752652,0.10570097578417095,0.032701078472456464,0.0,0.1957651684838175
510.0,2.9999999999999996,0.29225388391739904,0.3115049496814411,0.2208275786224516,0.12253062232560122,0.043716441497988694,0.0,0.1957651684838175
540.0,2.9999999999999996,0.2878674712095987,0.31129952302573055,0.23285231384270538,0.13932806113140772,0.056182346436091456,0.0,0.1957651684838175
570.0,2.9999999999999996,0.28426725222839805,0.31008430882319665,0.24301361181776715,0.15571685709088348,0.06972930850974543,0.0,0.1957651684838175
600.0,2.9999999999999996,0.2813415913530661,0.30812655472012374,0.2514562345248224,0.1713478015476688,0.08391402493901388,0.0,0.1957651684838175
630.0,2.9999999999999996,0.2789679626303222,0.30566263899324997,0.25837379382611037,0.18606191757224902,0.09825843013464348,0.0,0.1957651684838175
660.0,2.9999999999999996,0.27704119377520503,0.3028885823469669,0.26396825121827816,0.19965091758311637,0.11234769814652193,0.0,0.1957651684838175
690.0,2.9999999999999996,0.27547925697354275,0.29995989723551164,0.2684143038416673,0.21204416267184759,0.12580101705408225,0.0,0.1957651684838175
720.0,2.9999999999999996,0.2742118417261619,0.29699864232099316,0.2718839157098799,0.22309268262420892,0.13831801848946598,0.0,0.1957651684838175
750.0,2.9999999999999996,0.2667213354013708,0.2940927471240444,0.27452590846994046,0.232861357230503,0.14973389547494084,0.0,0.10995167496355561
780.0,2.9999999999999996,0.2539984322041799,0.29031161028442204,0.2764568602387249,0.24137361151272316,0.15994811906541492,0.0,0.10995167496355561
810.0,2.9999999999999996,0.24338901545806182,0.2848880371267565,0.2776392630925543,0.2487030811074992,0.16891014874054996,0.0,0.10995167496355561
840.0,2.9999999999999996,0.2346562122334877,0.27832732216010975,0.27792071587164713,0.2548862208397133,0.17659452016817587,0.0,0.10995167496355561
870.0,2.9999999999999996,0.22747275263109595,0.27120169827238716,0.27723496098705147,0.2599630025155499,0.1830336732261553,0.0,0.10995167496355561
900.0,2.9999999999999996,0.22156392039620654,0.26389659875207244,0.27563776639104776,0.26399536564644754,0.18825849048006077,0.0,0.10995167496355561
930.0,2.9999999999999996,0.21670554746489992,0.2566851230931945,0.27324321677014485,0.26699823813738127,0.19227244047800907,0.0,0.10995167496355561
960.0,2.9999999999999996,0.2127055372911833,0.249789446741693,0.2702128120699536,0.2689576194106389,0.1950548695605882,0.0,0.10995167496355561
990.0,2.9999999999999996,0.20940688207407576,0.2433552221479075,0.2667104831885713,0.2698812552521552,0.19659504826710197,0.0,0.10995167496355561
1020.0,2.9999999999999996,0.20668396887998647,0.23747691805322874,0.26288631884937547,0.2698085598604884,0.19693065036853108,0.0,0.10995167496355561
1050.0,2.9999999999999996,0.20443210638635995,0.23216652636972923,0.25886611883412247,0.2688439851080528,0.19615646650265386,0.0,0.10995167496355561
1080.0,2.9999999999999996,0.20256443567039442,0.2273994092771491,0.2547539521011218,0.2671243195822876,0.19442506143437638,0.0,0.10995167496355561
1110.0,2.9999999999999996,0.21614162460232877,0.2231495644332252,0.2506350576592203,0.2648007362414761,0.19191359863207363,0.0,0.3072526907172796
