time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area
39.0,2.9999999999999996,0.2553088921460528,0.2270794863660311,0.2226966272493568,0.22306676512877105,0.14239271716794819,0.0,0.22823992180605082,0.14239271716794819,200.0
40.0,2.9999999999999996,0.27113058534039935,0.23578785926196608,0.22420268377129526,0.22291223236216973,0.1422128733195976,0.0,0.22823992180605082,0.1422128733195976,200.0
41.0,2.9999999999999996,0.28236492946281394,0.24705193943151754,0.2276740111189016,0.22322908564476882,0.1425591997619469,0.0,0.22823992180605082,0.1425591997619469,200.0
42.0,2.9999999999999996,0.28949256493956016,0.25854310252702173,0.23310934193371424,0.22438240595685394,0.143840633236342,0.0,0.22823992180605082,0.143840633236342,200.0
43.0,2.9999999999999996,0.2937827253223355,0.26921457300622986,0.2402016450217729,0.22682693764760198,0.14655608773219053,0.0,0.22823992180605082,0.14655608773219053,200.0
44.0,2.9999999999999996,0.29610662923274295,0.27829938155026296,0.2482637417583693,0.2307811895844315,0.15096498910555742,0.0,0.22823992180605082,0.15096498910555742,200.0
45.0,2.9999999999999996,0.29715251589013414,0.2854882291704804,0.25659182531234515,0.23618153986438453,0.15704855681252652,0.0,0.22823992180605082,0.15704855681252652,200.0
46.0,2.9999999999999996,0.297435806903583,0.2907795487338951,0.2645705967453842,0.24274774236113034,0.16454072304263187,0.0,0.22823992180605082,0.16454072304263187,200.0
47.0,2.9999999999999996,0.29734403622838407,0.2943606911150792,0.27177483402923225,0.25002853902081473,0.1729335005625863,0.0,0.22823992180605082,0.1729335005625863,200.0
48.0,2.9999999999999996,0.29708612778737964,0.29656806171298755,0.27794911647272136,0.2575014901338768,0.18165014574085747,0.0,0.22823992180605082,0.18165014574085747,200.0
49.0,2.9999999999999996,0.29676748692636484,0.29778477180837587,0.28301392146085885,0.26471267973522544,0.19020608873941086,0.000504632108706264,0.22823992180605082,0.1851851851851852,200.0
50.0,2.9999999999999996,0.29645406353535936,0.29830893781290513,0.2869992540510336,0.27135887323385505,0.19813235229909068,0.002983869699141658,0.22823992180605082,0.1851851851851852,200.0
51.0,2.9999999999999996,0.2962344654762835,0.29838069932214795,0.28997518152136353,0.27716087870842887,0.2051315202746986,0.007735215872153394,0.22823992180605082,0.1851851851851852,200.0
52.0,2.9999999999999996,0.27010657688792966,0.2955556611076063,0.2921174651563705,0.2820409715325688,0.21103085128123963,0.014594206445546001,0.028965842113493765,0.1851851851851852,200.0
53.0,2.9999999999999996,0.22501150342337592,0.2824542134860889,0.2923496374555519,0.2858446060137819,0.21569752965350386,0.023039986593875746,0.028965842113493765,0.1851851851851852,200.0
54.0,2.9999999999999996,0.19159422003593035,0.2613355487411665,0.2873746814450074,0.2883441637849258,0.21880459581377576,0.0326517384432071,0.028965842113493765,0.1851851851851852,200.0
55.0,2.9999999999999996,0.1649205090265628,0.23669764433312454,0.2782835653364848,0.28858800411494945,0.21928606549513016,0.04284873398918096,0.028965842113493765,0.1851851851851852,200.0
56.0,2.9999999999999996,0.14570727492993477,0.214242877100956,0.26552050923404,0.2859056885771599,0.21630768386199017,0.05280513688586825,0.028965842113493765,0.1851851851851852,200.0
57.0,2.9999999999999996,0.13232386451590666,0.19343366263666156,0.250508046394799,0.27950812073631903,0.20903222445381922,0.06136311708762663,0.028965842113493765,0.1851851851851852,200.0
58.0,2.9999999999999996,0.12297518361484897,0.17539183684117782,0.23458174671351747,0.2696436350334863,0.1976150395064686,0.06723194529551083,0.028965842113493765,0.1851851851851852,200.0
59.0,2.9999999999999996,0.11634113771486806,0.16033095895579602,0.21878933414608015,0.2572201866689596,0.18318507126286576,0.06928206462804275,0.028965842113493765,0.1851851851851852,200.0
60.0,2.9999999999999996,0.11156019226569579,0.14804295692399197,0.20384466506878368,0.24343248667096107,0.16705916884203006,0.0667753198905803,0.028965842113493765,0.1851851851851852,200.0
61.0,2.9999999999999996,0.10806748995098125,0.1381207171213682,0.19015801336690508,0.22914665986693447,0.15056081324304546,0.059357766667497605,0.028965842113493765,0.1851851851851852,200.0
