time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area,simulation_time,lateral_inflow
234.0,2.9999999999999996,0.19918673231400544,0.21270023832910182,0.22134527493626044,0.20899550820163548,0.12670990513559693,0.3657639135944184,0.11834802911933823,0.2,200.0,14101.0,0.06666666666666667
235.0,2.9999999999999996,0.200314380615874,0.21852726343082676,0.22744736113422045,0.2126440114005416,0.13058045459293904,0.34421146472515574,0.11834802911933823,0.2,200.0,14161.0,0.06666666666666667
236.0,2.9999999999999996,0.20089599203210337,0.22297701607695805,0.233306114533784,0.2172024501136175,0.13553398980985593,0.3239539659346211,0.11834802911933823,0.2,200.0,14221.0,0.06666666666666667
237.0,2.9999999999999996,0.20116867143840264,0.22621262113620108,0.23863449229924025,0.22238076881998864,0.14125054277938387,0.30528139696828926,0.11834802911933823,0.2,200.0,14281.0,0.06666666666666667
238.0,2.9999999999999996,0.19756259398810386,0.2284511131042556,0.2432748059650911,0.22779705958025173,0.14734360565928184,0.288378853077689,0.09403938031669846,0.2,200.0,14341.0,0.06666666666666667
239.0,2.9999999999999996,0.1911892494782649,0.22888948600311707,0.24714644501427552,0.23310919326991011,0.15337675757213484,0.27330893042005205,0.09403938031669846,0.2,200.0,14401.0,0.06666666666666667
240.0,2.9999999999999996,0.18663082748574408,0.22719806031325332,0.2500129196864868,0.23802677956403057,0.15905827450965165,0.26001271492163325,0.09403938031669846,0.2,200.0,14461.0,0.06666666666666667
241.0,2.9999999999999996,0.1836164950559701,0.22433596184073962,0.2516090000936678,0.242351290854243,0.16410635131212795,0.24835272274534112,0.09403938031669846,0.2,200.0,14521.0,0.06666666666666667
242.0,2.9999999999999996,0.18163940737369177,0.22120596501001108,0.2519859216560702,0.24584237474623605,0.16824613622207113,0.23810465646551857,0.09403938031669846,0.2,200.0,14581.0,0.06666666666666667
243.0,2.9999999999999996,0.18033662746560025,0.21829234838076922,0.2514426470564326,0.24834032532427394,0.1712636163684442,0.22896860055842427,0.09403938031669846,0.2,200.0,14641.0,0.06666666666666667
244.0,2.9999999999999996,0.17947448568607197,0.215791883182292,0.2503271198124684,0.24981080894873792,0.17308700346284195,0.22059573642053296,0.09403938031669846,0.2,200.0,14701.0,0.06666666666666667
245.0,2.9999999999999996,0.1789018241816228,0.21374961787633695,0.2489269149772706,0.25034638743897214,0.1738165689729497,0.2126355423956224,0.09403938031669846,0.2,200.0,14761.0,0.06666666666666667
246.0,2.9999999999999996,0.19180487871610238,0.21218878414430054,0.247460582619324,0.25010408639010195,0.17362607285208168,0.20475928650533237,0.18631830927666293,0.2,200.0,14821.0,0.06666666666666667
247.0,2.9999999999999996,0.21437878856925616,0.21634800261481188,0.24624796393803008,0.24926076453143856,0.17271037745223342,0.1967205741832009,0.18631830927666293,0.2,200.0,14881.0,0.06666666666666667
248.0,2.9999999999999996,0.23141762554746362,0.22445010763187057,0.2466896663333832,0.24819707124758844,0.17150639171768883,0.18837363871613927,0.18631830927666293,0.2,200.0,14941.0,0.06666666666666667
249.0,2.9999999999999996,0.2437794855553074,0.2355401071364784,0.24913503656072628,0.24749091550516433,0.17068475750421083,0.1797179036605669,0.18631830927666293,0.2,200.0,15001.0,0.06666666666666667
250.0,2.9999999999999996,0.2515609527497498,0.24703403907982008,0.25384857679216055,0.24768692199264783,0.17088820380352596,0.17092188996054236,0.18631830927666293,0.2,200.0,15061.0,0.06666666666666667
