time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area
0.0,5.23603499343289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.011
1.0,5.239197086170161,0.6325791668969047,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.011
2.0,5.239638688776572,0.9327372233958126,0.04536382894453919,0.0,0.0,0.0,0.0,1.0,0.0,10.011
3.0,5.239837409949457,0.9408480679077479,0.24773486057786112,0.0,0.0,0.0,0.0,1.0,0.0,10.011
4.0,5.239926834477256,0.9439650917437115,0.45713112724347876,0.0,0.0,0.0,0.0,1.0,0.0,10.011
5.0,5.239967075514765,0.9443023212721571,0.5270064161639627,0.0,0.0,0.0,0.0,1.0,0.0,10.011
6.0,5.239985183981643,0.9452254254954918,0.5312253326892882,0.0,0.0,0.0,0.0,1.0,0.0,10.011
7.0,5.239993332791739,0.9442673686193139,0.5328161911581166,0.06387275140035116,0.0,0.0,0.0,1.0,0.0,10.011
8.0,5.239996999756283,0.9450108415619007,0.5332882104364621,0.25974297705575744,0.0,0.0,0.0,1.0,0.0,10.011
9.0,5.239998649890326,0.4886009132254768,0.5265600035990906,0.431784895609767,0.0,0.0,0.0,0.0,0.0,10.011
10.0,5.239999392450646,0.14742109617648777,0.48726489568948556,0.49583015446405343,0.0499672258364123,0.0,0.0,0.0,0.0,10.011
11.0,5.2399997266027905,0.07784732155426334,0.39481091160717857,0.5029484167564219,0.22599498834153187,0.0,0.0,0.0,0.0,10.011
12.0,5.239999876971255,0.051280274245353356,0.2710407346304948,0.4986917165422828,0.4150733978373331,0.09336562946305803,0.0,0.0,0.09336562946305803,10.011
13.0,5.239999944637065,0.0371305267509817,0.18699213750867782,0.48112601376787595,0.40065585793828634,0.5345423241435957,0.0,0.0,0.5345423241435957,10.011
14.0,5.239999975086678,0.02849009182056786,0.14021146700434525,0.4442338629354246,0.4332424872917265,0.7698269432303853,0.20846874819742953,0.0,0.7000000000000001,10.011
15.0,5.239999988789005,0.022749035493457727,0.11155814674232052,0.39262735154904527,0.503857272159241,0.783620132997886,0.6683115299141554,0.0,0.7000000000000001,10.011
16.0,5.239999994955052,0.018703860866834402,0.09141036332017248,0.3347640961030633,0.47677099751153607,0.974164201998994,1.7404477986271798,0.0,0.7000000000000001,10.011
17.0,5.2399999977297735,0.015726904234458685,0.076636517931227,0.28215379509124544,0.4559478986202811,0.9822892492542558,3.407523353763079,0.0,0.7000000000000001,10.011
18.0,5.239999998978397,0.013481070222999582,0.0654349186080602,0.24013143575163612,0.3986926882884376,0.8210845919198664,4.616661980654318,0.0,0.7000000000000001,10.011
19.0,5.239999999540278,0.011718467380567968,0.056718849241933086,0.20720791091624305,0.34708337938192585,0.6881410068758427,4.94366784913563,0.0,0.7000000000000001,10.011
20.0,5.239999999793125,0.010305885993141351,0.04978261310994082,0.18089249279389255,0.3066836941513405,0.5095080741330715,4.339526203410902,0.0,0.7000000000000001,10.011
21.0,5.239999999906906,0.009153700079375195,0.04415488604082829,0.15906942257392429,0.2058091435642314,0.40323822718273117,2.8794593358981846,0.0,0.7000000000000001,10.011
22.0,5.2399999999581075,0.008199667440144021,0.03951312490564849,0.1406394760899954,0.18336906615917953,0.2675500101241302,0.6947765205708527,0.0,0.7000000000000001,10.011
23.0,5.239999999981149,0.0073993850858246725,0.03563815283826273,0.12655063800611732,0.21194232275522332,0.1605767347029607,0.0011682754311861028,0.0,0.27622416735805816,10.011
