time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area,simulation_time
641.0,5.24,0.5146537866518959,0.43918041960297755,0.29186332206605387,1.0142333582431988,1.2813569819650141,2.0015687039256878,1.0,1.0,29.9432,1443.0
642.0,5.24,0.5139248529245127,0.44235998931290826,0.29083919761168836,1.0181529313880757,1.407061938552664,2.0289208688737737,1.0,1.0,29.9432,1445.0
643.0,5.24,0.5132143159244523,0.4454334074117469,0.2898237139324899,1.0212333649899592,1.5261455639450947,2.066276313007692,1.0,1.0,29.9432,1447.0
644.0,5.24,0.5125382625829394,0.4484023949607898,0.28881688409100753,1.023240817514395,1.6245179588802505,2.1126396827012885,1.0,1.0,29.9432,1449.0
645.0,5.24,0.5119115405159811,0.45127079326778974,0.2878181719247392,1.0243052777844825,1.6892286584504463,2.1659005670688107,1.0,1.0,29.9432,1451.0
646.0,5.24,0.5113447415755243,0.45404245829312345,0.2868275971395116,1.0249096327660712,1.709621557533761,2.2229028772973356,1.0,1.0,29.9432,1452.0
647.0,5.24,0.5108441176871207,0.45672097644191173,0.28584519590366925,1.0258289047263516,1.6799365215791602,2.2797802942149312,1.0,1.0,29.9432,1454.0
648.0,5.24,0.510414251194535,0.4593109331155891,0.2848704858821068,1.0279626422491754,1.6013261944736699,2.332461540647249,1.0,1.0,29.9432,1456.0
649.0,5.24,0.5100606963080621,0.4618157551136772,0.28390354101493226,1.0321298922009956,1.480946705077274,2.377138776227158,1.0,1.0,29.9432,1458.0
650.0,5.24,0.5097890179475174,0.4642404233439787,0.2829444415095056,1.038877656731075,1.3310424032367254,2.410780795894308,1.0,1.0,29.9432,1460.0
651.0,5.24,0.5096023717089468,0.46659048996325275,0.2819927285559005,1.0483488397174494,1.1677599685357825,2.4314924527902355,1.0,1.0,29.9432,1461.0
652.0,5.24,0.5095004595903345,0.46894856318914807,0.28104850116612873,1.0601363034385896,1.0083021320123524,2.4387063754227665,1.0,1.0,29.9432,1463.0
653.0,5.24,0.5094801700157116,0.4712932601018454,0.2801108233532258,1.0733333531069262,0.8672538233782463,2.433196608788138,1.0,1.0,29.9432,1465.0
654.0,5.24,0.5095375948660911,0.47357664797645677,0.2791806313272932,1.0866759378574866,0.7549816093799239,2.4168467147299064,1.0,1.0,29.9432,1467.0
655.0,5.24,0.5096689173742138,0.4758047266399097,0.27825672961564163,1.09891791819786,0.6751896401796226,2.392245662022721,1.0,1.0,29.9432,1468.0
656.0,5.24,0.5098697406171477,0.47797898193197047,0.27733980421422233,1.109230564529001,0.6253299959773049,2.36217402722109,1.0,1.0,29.9432,1470.0
657.0,5.24,0.5101342347687359,0.4801034905852435,0.2764295272276897,1.1175460111199707,0.5987775591324289,2.3290352617814527,1.0,1.0,29.9432,1472.0
658.0,5.24,0.5104546238633847,0.4822606710427121,0.2755260990115447,1.1245197003048957,0.5880823334783339,2.2945972432561055,1.0,1.0,29.9432,1474.0
659.0,5.24,0.5108220654565051,0.48442352649912673,0.27462972970531313,1.1312345784507205,0.588716363709845,2.2600262534407967,1.0,1.0,29.9432,1476.0
660.0,5.24,0.5112276843971695,0.4865448675199507,0.2737406398916749,1.1388226909396477,0.5999656710371319,2.2262039552663495,1.0,1.0,29.9432,1477.0
661.0,5.24,0.5116629222664604,0.4886261564819324,0.2728590612662283,1.1481572597459617,0.6255194219882754,2.1940463594532904,1.0,1.0,29.9432,1479.0
662.0,5.24,0.5121197305096554,0.49066992019925426,0.27198475236160763,1.159672947753275,0.6725718649570881,2.1648960710184193,1.0,1.0,29.9432,1481.0
663.0,5.24,0.5125888712373008,0.4926762936692925,0.2711184470431501,1.1732328733451687,0.7494785076408328,2.1407830555532854,1.0,1.0,29.9432,1483.0
664.0,5.24,0.5130607084549047,0.49464646351104413,0.2702603763571094,1.1881472047796078,0.863515554609385,2.124427176638842,1.0,1.0,29.9432,1485.0
665.0,5.24,0.5135257641773591,0.49658161992687155,0.2694107624778151,1.2032392686667697,1.0179059405612212,2.1191179991476803,1.0,1.0,29.9432,1487.0
666.0,5.24,0.5139758965029074,0.4984828749983466,0.26856982059315176,1.2170153243844934,1.2080120170497912,2.128293539046546,1.0,1.0,29.9432,1488.0
667.0,5.24,0.5144028956287936,0.5003508800831611,0.2677377608984053,1.2279120875117358,1.4206157364567011,2.154842405510754,1.0,1.0,29.9432,1490.0
668.0,5.24,0.5147989210956905,0.502185103706149,0.2669152323315498,1.234536174974906,1.631335997282259,2.2001855245575523,1.0,1.0,29.9432,1492.0
669.0,5.24,0.5151572329130927,0.5039858838763279,0.2661024184897204,1.236076607907026,1.810365843186802,2.2633383026275493,1.0,1.0,29.9432,1494.0
