time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area
0.0,5.23603499343289,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
1.0,5.239197086170161,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
2.0,5.239638688776572,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
3.0,5.239837409949457,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
4.0,5.239926834477256,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
5.0,5.239967075514765,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
6.0,5.239985183981643,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
7.0,5.239993332791739,0.0,0.0,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
8.0,5.239996999756283,0.13942772022295313,0.0,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
9.0,5.239998649890326,0.27875647917358715,0.03722808049149023,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
10.0,5.239999392450646,0.42051935091579035,0.13141203466897475,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
11.0,5.2399997266027905,0.5086796897789578,0.25656536485236686,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
12.0,5.239999876971255,0.5578248330953102,0.36870313341396216,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
13.0,5.239999944637065,0.5816665546154459,0.446899473583798,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
14.0,5.239999975086678,0.5309398891624844,0.4972103866646441,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
15.0,5.239999988789005,0.44151669259883997,0.495225578094823,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
16.0,5.239999994955052,0.358057622276041,0.45059564877116776,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,10.011
17.0,5.2399999977297735,0.29914474371302097,0.3906226963140072,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
18.0,5.239999998978397,0.2227718884563326,0.34327586750501743,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
19.0,5.239999999540278,0.25657028514726565,0.2715019819954625,0.0,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
20.0,5.239999999793125,0.34997429068634583,0.23484574028322053,0.06339056423786973,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
21.0,5.239999999906906,0.45235697281352366,0.26788199846304545,0.12558415916246232,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
22.0,5.2399999999581075,0.5236028364088177,0.33890903952735546,0.23517199889000404,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
23.0,5.239999999981149,0.5623302039770314,0.41323667702261413,0.31508340195255014,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
24.0,5.239999999991517,0.5810483778407429,0.46745922843267423,0.36149552724764095,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
25.0,5.239999999996182,0.5894066972102936,0.49945790880395735,0.3760899480131169,0.0,0.0,1.9999999999999996,1.0,0.0,10.011
