time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area
0.0,5.23603499343289,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,100.11
1.0,5.239197086170161,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,100.11
2.0,5.239638688776572,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,100.11
3.0,5.239837409949457,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,100.11
4.0,5.239926834477256,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,100.11
5.0,5.239967075514765,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,100.11
6.0,5.239985183981643,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,100.11
7.0,5.239993332791739,0.03892518294175259,0.0,0.0,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
8.0,5.239996999756283,0.24461438957536405,0.04536382894453919,0.0,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
9.0,5.239998649890326,0.5032548845811884,0.24773486057786112,0.0,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
10.0,5.239999392450646,0.5915763315377967,0.45713112724347876,0.0,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
11.0,5.2399997266027905,0.5960252201077554,0.5270064161639627,0.0,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
12.0,5.239999876971255,0.5981401433625612,0.5312253326892882,0.0,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
13.0,5.239999944637065,0.5980893912565308,0.5328161911581166,0.06387275140035116,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
14.0,5.239999975086678,0.5985313052152138,0.5332882104364621,0.25974297705575744,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
15.0,5.239999988789005,0.5986503110681674,0.5335781523386224,0.43182084587214864,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
16.0,5.239999994955052,0.5987625717127951,0.5336800069303158,0.49644953416709736,0.0,0.0,1.9999999999999998,1.0,0.0,100.11
17.0,5.2399999977297735,0.5987304161282928,0.5337370334352033,0.5054447707801321,0.08090623892141517,0.0,1.9999999999999998,1.0,0.0,100.11
18.0,5.239999998978397,0.5987486680014511,0.5337233090065578,0.5080908967915498,0.28887414895360125,0.09448569612094854,2.0271534887756633,1.0,0.0,100.11
19.0,5.239999999540278,0.5722396742477345,0.526820341618547,0.5099206071027926,0.45235622082360777,0.5968153375687605,2.2346985529458876,0.0,0.0,100.11
20.0,5.239999999793125,0.46261942889431473,0.48757475958137947,0.5103639177378648,0.5202070250786752,1.0450789127320204,2.7266753809847715,0.0,0.0,100.11
21.0,5.239999999906906,0.28385721088558086,0.3941827231171744,0.5076901981739789,0.4861184758036284,1.0620123383248794,3.3578736832584606,0.0,0.0,100.11
22.0,5.2399999999581075,0.17713540593629906,0.2711911698163039,0.5006896174776102,0.3771281441470822,0.7781205584641789,3.909441101537778,0.0,0.0,100.11
23.0,5.239999999981149,0.1266644722847255,0.18719567448816107,0.4810787231890602,0.4694647293311118,0.6926122346522907,4.350362496992007,0.0,0.0,100.11
24.0,5.239999999991517,0.09585557757235487,0.13985884752159286,0.4440397369209541,0.5484352988447279,1.1074584037815074,4.589963943480865,0.0,1.0,100.11
25.0,5.239999999996182,0.07645322383905599,0.11116837933253858,0.39174760067230097,0.500917699379515,1.1812155899413601,4.676643862765069,0.0,1.0,100.11
26.0,5.239999999998282,0.06278146512743141,0.0911996985747491,0.33495774862416294,0.4713531420548142,0.9324057059392201,4.71077690267925,0.0,1.0,100.11
27.0,5.239999999999227,0.05272947792034925,0.07654958852640137,0.2826124766840925,0.45226416310321305,0.8711854247356494,4.653634930284278,0.0,1.0,100.11
28.0,5.239999999999651,0.045115004327673805,0.06541760788051976,0.24030486418046404,0.3830817286564047,0.7392858059852455,4.536808670454139,0.0,1.0,100.11
29.0,5.239999999999843,0.039169670939786655,0.0567381231468108,0.20732596341231507,0.3403025999502998,0.5292856098691479,4.317465672558825,0.0,1.0,100.11
30.0,5.239999999999928,0.03441978330611484,0.04981993106703034,0.18095451659939576,0.31937292100856773,0.4429731961842877,4.009813319073115,0.0,1.0,100.11
31.0,5.239999999999967,0.030553249590395116,0.04420006520931682,0.15818890214186343,0.2933059778412448,0.39677121783590313,3.6615517847185615,0.0,1.0,100.11
32.0,5.239999999999985,0.027356072233545387,0.039560641543076085,0.1399455826965383,0.26979751710999406,0.3220225406417952,3.2776722387668507,0.0,1.0,100.11
33.0,5.239999999999993,0.024688052039342604,0.03568509009781264,0.12623009073124966,0.24510092079714793,0.28062639179370147,2.8589861638642624,0.0,1.0,100.11
34.0,5.239999999999997,0.022422172335454932,0.03241867709800337,0.11523740821122895,0.2218412943267978,0.22782144806712726,2.71220636869043,0.0,0.0,100.11
35.0,5.2399999999999975,0.020479276458481372,0.029615603590587018,0.10529026689343968,0.18337706686726735,0.17900613583247957,2.8318893665655738,0.0,0.0,100.11
36.0,5.239999999999999,0.018798976814197014,0.027189733848274902,0.09656439022913052,0.15856731325783444,0.1282982166171709,2.9242084990244526,0.0,0.0,100.11
37.0,5.239999999999999,0.017334542779241277,0.025074322986092537,0.08893438647687259,0.14659149627968204,0.09506747841803974,2.9913553527765413,0.0,0.0,100.11
38.0,5.239999999999999,0.016049333760289913,0.02321696468481118,0.08223852616460464,0.12143414584017496,0.08123052910317691,3.043763620298985,0.0,0.0,100.11
39.0,5.239999999999999,0.014914284626610139,0.02157601354750023,0.07633261045038005,0.11248228285128317,0.059874588410384615,3.0862354443856455,0.0,0.0,100.11
40.0,5.239999999999999,0.013906081599629737,0.0201180207522512,0.07109639100889874,0.11809232084945315,0.04602172567813524,3.118167574524026,0.0,0.0,100.11
41.0,5.239999999999999,0.013005841863426697,0.018815859310771767,0.06642964477923995,0.10460191167928147,0.051860606665626134,3.1468728938677617,0.0,0.0,100.11
42.0,5.239999999999999,0.012198128745266032,0.01764732697926421,0.06224999095037865,0.09299539086825793,0.04493062629380507,3.175866049943536,0.0,0.0,100.11
43.0,5.239999999999999,0.011470221104378758,0.016594105901542026,0.05850607332914018,0.09634359798789861,0.03224710923036332,3.1992344429103206,0.0,0.0,100.11
44.0,5.239999999999999,0.010811549593649107,0.015640964236821688,0.055129365497521926,0.08668360241357825,0.03276032654289058,3.2188746602934963,0.0,0.0,100.11
45.0,5.239999999999999,0.010213272863173127,0.014775150701379226,0.05207553323705648,0.07715912635546235,0.03116198610193962,3.2380501543165523,0.0,0.0,100.11
46.0,5.239999999999999,0.009667942430779189,0.013985917244197444,0.04928783273201193,0.07577137009877939,0.022463804889144692,3.2542475567420555,0.0,0.0,100.11
47.0,5.239999999999999,0.009169248407683782,0.013264153354876474,0.046736555763096904,0.06994958701580983,0.020211480679617918,3.2665002040260953,0.0,0.0,100.11
48.0,5.239999999999999,0.008711812194480709,0.012602087281267904,0.044395424127112816,0.0663191805443351,0.019278435779137144,3.278372314709269,0.0,0.0,100.11
49.0,5.239999999999999,0.008291024661528814,0.011993057618916272,0.04224147073628459,0.06240950841974682,0.0161303286940369,3.2890981946012543,0.0,0.0,100.11
50.0,5.239999999999999,0.039609977594189126,0.007998702286264647,0.04026157016947437,0.0610918248825715,0.014415755385432633,3.298395210474654,1.0,0.0,100.11
51.0,5.239999999999999,0.24540908358671337,0.04583937168041179,0.038354981875604204,0.05858069787566001,0.013338197439438697,3.3068015481464186,1.0,0.0,100.11
52.0,5.239999999999999,0.5035434142180026,0.24763666042173765,0.036983284306102024,0.05552987630158408,0.012554122922689138,3.3146196831492665,1.0,0.0,100.11
53.0,5.239999999999999,0.5920380578229242,0.45779794120759904,0.0346200171657304,0.05469734253540111,0.011438711304559568,3.321866868630166,1.0,0.0,100.11
54.0,5.239999999999999,0.5964844389413996,0.5278086578510014,0.033926261280952684,0.052801342597316975,0.010380020119467077,3.328469881389736,1.0,0.0,100.11
55.0,5.239999999999999,0.5715746368881398,0.5253324358627901,0.029946123189664588,0.051617181586056306,0.010057845004975138,3.3346380971590905,0.0,0.0,100.11
56.0,5.239999999999999,0.46225602849148456,0.48710282517406983,0.07895474721705109,0.05038891063132249,0.009413834559993247,3.3405035389510127,0.0,0.0,100.11
57.0,5.239999999999999,0.2845745665746262,0.3939365054379564,0.2634704269139941,0.04880271472738591,0.008926410149498635,3.345355612427065,0.0,0.0,100.11
58.0,5.239999999999999,0.177050794102865,0.2708990428426588,0.42374604454695114,0.047013539064166256,0.008530837012061216,3.3512300812574964,0.0,0.0,100.11
59.0,5.239999999999999,0.12661792537620015,0.18650144696242466,0.46734493494447227,0.043709654363768856,0.00797556382226081,3.3556446114655,0.0,0.0,100.11
60.0,5.239999999999999,0.09651848213194414,0.14122780059001705,0.4408309726689279,0.09529386742346913,0.008049489719160642,3.360368335132975,0.0,0.0,100.11
61.0,5.239999999999999,0.07672218779108618,0.11202065976740003,0.39121244007923717,0.27761603209298913,0.096285648235704,3.3922348431273646,0.0,0.0,100.11
62.0,5.239999999999999,0.06290878512285679,0.09169037219627328,0.3342578985029202,0.4285926791550629,0.5325598346847116,3.580573873404323,0.0,0.0,100.11
63.0,5.239999999999999,0.05279172493927179,0.07683662137826466,0.2821275184962973,0.4603282971748409,0.8746015222267047,4.002254576818472,0.0,0.0,100.11
64.0,5.239999999999999,0.045145202768363965,0.06558972284698164,0.2406095953901166,0.4218214499977958,0.8156206201034295,4.209028403564129,0.0,1.0,100.11
65.0,5.239999999999999,0.039183311746311233,0.05684364789702912,0.208031072955196,0.3806169282514081,0.6608910595102586,4.0535133093783235,0.0,1.0,100.11
66.0,5.239999999999999,0.03442461706442383,0.049885702328442555,0.18160102778562762,0.33245905890816807,0.5291011620224191,3.8111039000535927,0.0,1.0,100.11
67.0,5.239999999999999,0.03055334115621325,0.04424144171553657,0.15872285016820523,0.29525608643458956,0.41073395167298093,3.4936852420807925,0.0,1.0,100.11
68.0,5.239999999999999,0.027353630530167816,0.03958668775142451,0.14115642575406928,0.2611121108294449,0.32226262808716644,3.1134517667249355,0.0,1.0,100.11
69.0,5.239999999999999,0.02468433589749919,0.0357013292964207,0.12747519785965303,0.23402584825003953,0.25879930845390325,2.6883137175244607,0.0,1.0,100.11
70.0,5.239999999999999,0.022417860409053292,0.03242860697762682,0.11574703422184336,0.22101418913920923,0.2098375464800168,2.5289615359005073,0.0,0.0,100.11
71.0,5.239999999999999,0.02047475875703614,0.029621340988038862,0.10560202247270714,0.2075832279400361,0.18918990142326805,2.6469525782492047,0.0,0.0,100.11
72.0,5.239999999999999,0.01879447601160314,0.027192666600127334,0.09679311037468927,0.19279917694912416,0.167905237379678,2.7540545850895004,0.0,0.0,100.11
73.0,5.239999999999999,0.017330183028616056,0.02507537417243766,0.08911630772217634,0.16734357096380006,0.14079149660954648,2.84668303863662,0.0,0.0,100.11
